id	text	label
39103	আসসালামুয়ালাইকুম ভাইয়া আমি সোনারগাঁও থানার হোসেন পুর পিরোজপুর উচ্চ বিদ্যালয়ের উপবৃত্তি প্রদান করা হয়েছে যেসব ছেলে মেয়ে মাষ্টারদের কাছে কোচিং করে তাদের কে দেওয়া হয়েছে আর একজন গরিব ও রিস্কা চাল দিন মুজুর ছেলে মেয়ে দের কে দেওয়া হয়েছে না এইটা একটু দেখবেন	None
39104	ভাই পেনকেক আপনিও কিন্তু একী দলে আপনি ত আরো ভয়ংকর ফিতনা ছরান আপনার কি মনে হয়না আপনার রবের সামনে একদিন দারাতে হবে	None
39105	মাথা না থাকলে জ্ঞান হয় না আপনার অবস্থা একই	Abusive
39106	উফফফ কি যে ভাল লাগতেসে রে ভাই  ওরে বাঁশডলা টা আরো আগেই দেওয়া উচিৎ ছিল দাদা স্যালুট	None
39107	সবার মুখোস খুলে দিন	None
39108	ও তুমি ফ্রান্স থাকো নাস্তিক এর দেশ	Religious Hate
39109	যে পাতে খায় সেই পাতেই পায়খানা করেএই মহিলা	None
39110	রবিন ফারহানা তোমার কথায় কথায় ব্যথা আমি আবার আসতেছি তোমার ফ্ল্যাটের নিচে যেরকম দাঁড়িয়ে অকথ্য ভাষায় গালাগালি করছে আমিও করবো ইনশাল্লাহ কিন্তু ভালতার সহিত টোকাইদের কে নিয়ে নয় তোমার মানে তোমার সাথে যারা অ্যাডভোকেট করে অ্যাডভোকেট তোমাকে গালিগালাজ করবে	Abusive
39111	এই কথার পর যদি নির্বাচন	None
39112	দাদা কিন্তু হেব্বি মজার মানুষ লাভ ইউ দাদা	None
39113	দাদা রুমিন ফারহানা কে নিয়ে আরো একটা এপিসোড তৈরি করেনযাতে করে সে বিয়ের আগে গর্ভবতি হয়ে যায়	None
39114	সহমত দাদা রুমিন আওয়ামী দালাল	Political Hate
39115	বহুরূপী এক জটিল চরিত্রের মহিলা ভাইরে ভাই	None
